,original,obfuscated,level,recovered,recover_score
8066,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,G-3-7   Y-0-U-R   G-A-R-D-3-N   R-E-A-D-Y   F-O-R   S-U-M-M-E-R   W!-T-H   A   F-R-E-E   S-E-L-E-C-T-I-O-N   O-F   S-U-M-M-E-R   B-U-L-B-!   A-N-D   S-E-E-D-!   W-O-R-T-H   £33:50   O-N-L-Y   W!-T-H   T-H-E   S-C-0-T-S-M-A-N   T-H!-S   S-A-T-U-R-D-A-V.   T-O   S-T-O-P   G-O-2   N-O-T-X-T.C-O.U-K,L4,g-e-7y-o-u-rg-a-r-d-e-nr-e-a-d-yf-o-rs-u-m-m-e-rw!-t-haf-r-e-es-e-l-e-c-t-i-o-no-fs-u-m-m-e-rb-u-l-b-! a-n-ds-e-e-d-! w-o-r-t-h £ee:5o o-n-l-yw!-t-ht-h-es-c-o-t-s-m-a-nt-h!-ss-a-t-u-r-d-a-v. t-os-t-o-pg-o-2n-o-t-x-t.c-o.u-k,0.6068601583113457
8067,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,g 3 t   y 0 u r   g a r d 3 n   r e a d y   f o r   s u m m e r   w i t h   a   f r e e   s e l e c t i o n   o f   s u m m e r   b u l b s   a n d   s e e d s   w o r t h   £33:50   o n l y   w i t h   t h e   s c o t s m a n   t h i s   s a t u r d a y.   t o   s t o p   g o 2   n o t x t.c o.u k,L5,g3ty0urgard3nreadyforsummerwithafreeselectionofsummerbulbsandseedsworth £ee:5o onlywiththescotsmanthissaturday. tostopgo2notxt.co.uk,0.8125
8068,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,G37 Y0UR G@R∆3N R3@DY F0R $UMM3R W!TH @ FR33 $3L3CT!ON 0F $UMMER BULB$ AND $33D$ WORTH £33:50 0NLV W!TH TH3 SC07$M@N TH!$ $@7URD@V. T0 $T0P G02 N07XT.C0.UK,L6,ge7 your gar∆en ready for summer w!th a free select!on of summer bulbs and seeds worth £ee:5o onlv w!th the sco7sman th!s sa7urdav. to stop go2 no7xt.co.uk,0.8488745980707395
8069,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,K-A-S-H   F-R-O-M   M-Y-C-R-E-D!7   @   7H3   5C07$M@N   $@7URD@V.   G37   Y0UR   533D$   @N0   BULBS   F0R   3N7IRELV   FR33   V@LU3D   @   £33.50.   70   570P   73XT   70   N07XT.C0.UK,L7,k-a-s-hf-r-o-mm-y-c-r-e-d!7 a 7he 5co7sman sa7urdav. ge7 your 5eeds ano bulbs for 3N7IRELV free valued a £ee.5o. 70 57op 7ext 70 no7xt.co.uk,0.3716216216216216
8070,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,8-7-5-7-5   C-R-E-D!7   F-R0M   T-H-E   5-C-0-T-S-M-@-N   @-T   T-H!-S   5-A-T-U-R-D-A-V.   G-E-T   Y-0-U-R   S-U-M-M-E-R   5-E-E-D-S   @-N-D   B-U-L-B-!   F-R-E-E   W-O-R-T-H   £33:50.   T-0   5-T-0-P   T-X-T   N-0-7-X-T.C-0.U-K,L8,8-7-5-7-5c-r-e-d!7f-rom t-h-e5-c-o-t-s-m-a-n a-tt-h!-s5-a-t-u-r-d-a-v. g-e-ty-o-u-rs-u-m-m-e-r5-e-e-d-s a-n-db-u-l-b-! f-r-e-ew-o-r-t-h £ee:5o. t-o5-t-o-pt-x-tn-o-7-x-t.c-o.u-k,0.3373493975903614
8071,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,🄚🄀🅣   🄾🅤🅁   🄶🄰🅁🄳🄀🄽   Ⓡ🄀ⒶⒹⓎ   ⓅⓄⓇ   ⓈⓊⓂⓂⒺⓇ   ⓈⒾⓉⒽ   ⓐ   ⓍⓇⒺⒺ   ⓈⒺⓁⒺⒸⓉⒾⓄⓃ   ⓞⒻ   ⓈⓊⓂⓂⒺⓇ   ⓅⓊⓁⒷ$   ⓐⓃⒹ   ⓈⒺⒺⒹ$   ⓆⓊⓇⓉⒽ   Ⓛ33:50   ⓞⓃⓁⓎ   ⓈⒾⓉⒽ   ⓈⓉⒽ   ⓈⒸⓄⓉⓈⓂⒶⓃ   ⓈⓉⒽ!$   ⓈⒶⓉⓊⓇⒹⒶⓎ.   ⓈⓉⓄⓅ   ⓈⒸⓄ7$ⓂⒶⓃ   ⓈⒶⓉⓊⓇⒹⒶⓎ   ⓝⓄⓉⓍⓉ.ⒸⓄ.ⓊⓀ,L9,(K)o.🅣 O🅤R GARDo.N ro.ady por summer sith a xree selection of summer pulbs and seeds qurth lee:5o only sith sth scotsman sth!s saturday. stop sco7sman saturday notxt.co.uk,0.7155963302752294
8072,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,[G][3][T]   [Y][O][U][R]   [G][A][R][D][E][N]   [R][E][A][D][Y]   [F][O][R]   [S][U][M][M][E][R]   [W][!][T][H]   [A]   [F][R][E][E]   [S][E][L][E][C][T][I][O][N]   [O][F]   [S][U][M][M][E][R]   [B][U][L][B][S]   [A][N][D]   [S][E][E][D][S]   [W][O][R][T][H]   [£][3][3][:][5][0]   [O][N][L][Y]   [W][!][T][H]   [T][H][E]   [S][C][O][T][S][M][A][N]   [T][H][!][S]   [S][A][T][U][R][D][A][Y].   [T][O]   [S][T][O][P],L10,[g][e][t] [y][o][u][r] [g][a][r][d][e][n] [r][e][a][d][y] [f][o][r] [s][u][m][m][e][r] [w][!][t][h] [a] [f][r][e][e] [s][e][l][e][c][t][i][o][n] [o][f] [s][u][m][m][e][r] [b][u][l][b][s] [a][n][d] [s][e][e][d][s] [w][o][r][t][h] [£][e][e][:][5][o] [o][n][l][y] [w][!][t][h] [t][h][e] [s][c][o][t][s][m][a][n] [t][h][!][s] [s][a][t][u][r][d][a][y]. [t][o] [s][t][o][p],0.47418738049713194
8073,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,L11,get your garden ready for summer with a free selection of summer bulbs and seeds worth a£ee:5o only with the scotsman this saturday. to stop go2 notxt.co.uk,0.9166666666666665
8074,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","URG3NT! L4st w33k3nd's dr4w sh0ws that y0u hav3 w1n S1X 0r a Sp41nsh h0l1d4y! C4LL NOW 09050000332 t0 cl41m. T&C: RSTM, SW7 3SS. 150ppm",L1,"urgent! l4st weekend's dr4w shows that you have w1n s1x or a Sp41nsh hol1d4y! c4ll now 09050000332 to cl41m. t&c: rstm, sw7 ess. 150ppm",0.7122302158273383
8075,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","URG3NT! L4$t w33k3nd's dr4w sh0ws that y0u hav3 w1n 51X 0r @ Sp@!n$h h0|d@y! C@LL NOW 09050000332 t0 c|@!m. T&C: RSTM, SW7 3SS. 150ppm",L2,"urgent! l4st weekend's dr4w shows that you have w1n 51x or a spa!nsh ho|day! call now 09050000332 to c|a!m. t&c: rstm, sw7 ess. 150ppm",0.7148014440433212
8076,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","URGT! L4st w33k3nd's draw shows u hav won £1k cas7 or a Spa1n hol1day! C4LL NOW 09050000332 2 cl4m. Ts&Cs: RSTM, SW7 3SS. 150ppm",L3,"urgt! l4st weekend's draw shows u hav won £1k cas7 or a spa1n hol1day! c4ll now 09050000332 2 cl4m. ts&cs: rstm, sw7 ess. 150ppm",0.7011070110701109
8077,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","U.R.G.3.N.T! L-4-s-t w-3-e-k-3-n-d-'.s d-r-a-w s-h-0-w-s t-h-a-t y-0-u h-a-v-e w-1-n S-I-X 0-r a S-p-4-n-s-h h-0-l-1-d-4-y! C-A-L-L N-O-W 0-9-0-5-0-0-0-0-3-3-2 t-0 c-l-4-m. T-.-&-.-C-s: R-S-T-M, S-W-7 3-S-S. 1-5-0-p-p-m",L4,"u.r.g.e.n.t! l-4-s-tw-e-e-k-e-n-d-'.sd-r-a-ws-h-o-w-st-h-a-ty-o-uh-a-v-ew-1-ns-i-xo-ras-p-4-n-s-hh-o-l-1-d-4-y! c-a-l-ln-o-wo-9-o-5-o-o-o-o-e-e-2t-oc-l-4-m. t-.-&-.-c-s: r-s-t-m, s-w-7e-s-s. 1-5-o-p-p-m",0.4231884057971015
8078,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",u r g 3 n t l 4 s t w 3 3 k 3 n d s d r a w s h o w s t h a t y o u h a v e w 1 n s i x 0 r a s p a n s h h o l d a y c a l l n o w 0 9 0 5 0 0 0 0 3 3 2 t o c l a i m t c s r s t m s w 7 3 s s 1 5 0 p p m,L5,urg3ntl4stw33k3ndsdrawshowsthatyouhavew1nsix0raspanshholdaycallnow09050000332toclaimtcsrstmsw73ss150ppm,0.5609756097560976
8079,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","UЯGΕNТ! L@5т w33k3nd'5 dr@w sh0w5 th@t y0u h@v3 w!n є£1000 cα5h 0r @ Sp@in$ h0|d@y! C@|L N0W 09050000332 t0 c|@!m. T&C: RSTM, SW7 3SS. 150ppm",L6,"uяgεnт! la5т weekend'5 draw show5 that you have w!nє£1ooo cα5h or a spains ho|day! ca|l now 09050000332 to c|a!m. t&c: rstm, sw7 ess. 150ppm",0.6996466431095406
8080,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","U-R-G-3-N-T! L-A-S-T W-3-E-K-3-N-D-'-S D-R-A-W S-H-0-W-S T-H-A-T Y-0-U H-A-V-E W-1-N S-I-X 0-R A S-P-4-N-S-H H-0-L-1-D-4-Y! C-A-L-L N-O-W 0-9-0-5-0-0-0-0-3-3-2 T-0 C-L-4-M. T-.-&-.-C-.-S: R-S-T-M, S-W-7 3-S-S. 1-5-0-P-P-M",L7,"u-r-g-e-n-t! l-a-s-tw-e-e-k-e-n-d-'-sd-r-a-ws-h-o-w-st-h-a-ty-o-uh-a-v-ew-1-ns-i-xo-ras-p-4-n-s-hh-o-l-1-d-4-y! c-a-l-ln-o-wo-9-o-5-o-o-o-o-e-e-2t-oc-l-4-m. t-.-&-.-c-.-s: r-s-t-m, s-w-7e-s-s. 1-5-o-p-p-m",0.42651296829971186
8081,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","UR63NT! L@5t w33k3nd'5 dr@w sh0w5 th@t y0u h@v3 w!n £1000 cα5h 0r @ Sp@in$ h0|d@y! C@|L N0W 0-9-0-5-0-0-0-0-3-3-2 t0 c|@!m. T&C: RSTM, SW7 3SS. 150ppm",L8,"ur6ent! la5t weekend'5 draw show5 that you have w!n £1ooo cα5h or a spains ho|day! ca|l now 0-9-0-5-0-0-0-0-3-3-2 to c|a!m. t&c: rstm, sw7 ess. 150ppm",0.6894197952218432
8082,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","🅤🅡🅖🅔🅝🅣! L🅐🅢🅣 W🅔🅔🅚🅔🅝🅓'🅢 D🅡🅐🅦 SⒽⓄ🅦🅢 TⒽⒶⓉ YⓄⓊ HⒶⓋⒺ W1N £1000 CⒶⓈⒽ 0Ⓡ A SⓇⒶⓃⓈⒽ HⓄⓁ1ⒹⒶⓎ! CⒶⓁⓁ NⓄ𝕎 09050000332 T0 CⓁⒶⒾⓂ. T&C: RSTM, SW7 3SS. 150ppm",L9,"🅤🅡🅖🅔🅝🅣! l🅐🅢🅣 w🅔🅔🅚🅔🅝🅓'🅢 d🅡🅐🅦 sho🅦🅢 that you have w1n £1ooo cash or asransh hol1day! call noW 09050000332 to claim. t&c: rstm, sw7 ess. 150ppm",0.6643109540636043
8083,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","[U][R][G][3][N][T]! [L][4][S][T] [w][3][3][k][3][n][d]s [d][r][a][w] [s][h][0][w][s] [t][h][a][t] [y][0][u] [h][a][v][e] [w][1][n] [S][I][X] [0][r] [a] [S][p][4][n][s][h] [h][0][l][1][d][4][y]! [C][A][L][L] [N][O][W] [0][9][0][5][0][0][0][0][3][3][2] [t][0] [c][l][4][m]. [T][&][C]s: [R][S][T][M], [S][W][7] [3][S][S]. [1][5][0][p][p][m]",L10,"[u][r][g][e][n][t]! [l][4][s][t] [w][e][e][k][e][n][d]s [d][r][a][w] [s][h][o][w][s] [t][h][a][t] [y][o][u] [h][a][v][e] [w][1][n] [s][i][x] [o][r] [a] [s][p][4][n][s][h] [h][o][l][1][d][4][y]! [c][a][l][l] [n][o][w] [o][9][o][5][o][o][o][o][e][e][2] [t][o] [c][l][4][m]. [t][&][c]s: [r][s][t][m], [s][w][7] [e][s][s]. [1][5][o][p][p][m]",0.37083333333333335
8084,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","U-Я-6-3-N-Т! L-@-5-t w-3-3-k-3-n-d-'.s d-r-@-w s-h-0-w-5 t-h-@-t y-0-u h-@-v-e w-1-n є-£-1-0-0-0 c-α-5-h 0-r @ S-p-@-!-n-5- h-0-|-d-@-y! C-@-|-L N-0-W 0-9-0-5-0-0-0-0-3-3-2 t-0 c-|-@-!-m. T-.-&-.-C-s: R-S-T-M, S-W-7 3-S-S. 1-5-0-p-p-m",L11,"u-я-6-e-n-т! l-a-5-tw-e-e-k-e-n-d-'.sd-r-a-ws-h-o-w-5t-h-a-ty-o-uh-a-v-ew-1-nє-£-1-o-o-oc-α-5-ho-r a s-p-a-!-n-5- h-o-|-d-a-y! c-a-|-ln-o-wo-9-o-5-o-o-o-o-e-e-2t-oc-|-a-!-m. t-.-&-.-c-s: r-s-t-m, s-w-7e-s-s. 1-5-o-p-p-m",0.425414364640884
8085,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,UR63NT W3 4R3 TRYING 7O C0NTACT Y0U L4$7 W33KEND'S DR4W $H0WS U H4V3 WINN3D 4N 1000 PR1Z3 GU4R4N733D C4LL 09064017295 CL41M C0D3 K52 V4L1D 12HR$ 150P PM,L1,UR63NT we 4re trying 7o C0NTACT you l4s7 weekend's dr4w shows u h4ve WINN3D 4n 1000 pr1ze GU4R4N733D c4ll 09064017295 cl41m code k52 v4l1d 12hrs 15op pm,0.7308970099667775
8086,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,UR63NT W3 4R3 TRY1NG 7O C0NT4C7 Y0U L4$7 W33K3ND'5 DR4W $H0W$ U H4V3 W1NN3D 4N 1000 PR1Z3 GU4R4N733D C4LL 09064017295 CL41M C0D3 K52 V4L1D 12HR$ 150P PM,L2,UR63NT we 4re TRY1NG 7o C0NT4C7 you l4s7 weekend'5 dr4w shows u h4ve W1NN3D 4n 1000 pr1ze GU4R4N733D c4ll 09064017295 cl41m code k52 v4l1d 12hrs 15op pm,0.6843853820598007
8087,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGNT W 4R3 TRYNG 7O CNTCT YU L4ST WKND'S DRW SHWS U HV WN AN 1000 PRZ GRNTD CLL 09064017295 CLM CD K52 VLD 12HR 150P PM,L3,urgnt w 4re tryng 7o cntct yu l4st wknd's drw shws u hv wn an 1000 prz grntd cll 09064017295 clm cd k52 vld 12hr 15op pm,0.7286245353159851
8088,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,U.R.G3.N7. W.3. 4.R.3. T.R.Y.1.N.G. 7.O. C.0.N.T.4.C.7. Y.0.U. L.4.$7. W.3.3.K.3.N.D.'5. D.R.4.W. $.H.0.W.$. U. H.4.V.3. W.1.N.N.3.D. 4.N. 1.0.0.0. P.R.1.Z.3. G.U.4.R.4.N.7.3.3.D. C.4.L.L. 0.9.0.6.4.0.1.7.2.9.5. C.L.4.1.M. C.0.D.3. K.5.2. V.4.L.1.D. 1.2.H.R.$. 1.5.0.P. P.M.,L4,u.r.ge.n7. w.e. 4.r.e. t.r.y.1.n.g. 7.o. c.o.n.t.4.c.7. y.o.u. l.4.s7. w.e.e.k.e.n.d.'5. d.r.4.w. s.h.o.w.s. u. h.4.v.e. w.1.n.n.e.d. 4.n. 1.o.o.o. p.r.1.z.e. g.u.4.r.4.n.7.e.e.d. c.4.l.l. o.9.o.6.4.o.1.7.2.9.5. c.l.4.1.m. c.o.d.e. k.5.2. v.4.l.1.d. 1.2.h.r.s. 1.5.o.p. p.m.,0.4728132387706856
8089,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,u r g e n t   w e   a r e   t r y i n g   t o   c o n t a c t   y o u   l a s t   w e e k e n d s   d r a w   s h o w s   y o u   h a v e   w o n   a   1 0 0 0   p r i z e   g u a r a n t e e d   c a l l   0 9 0 6 4 0 1 7 2 9 5   c l a i m   c o d e   k 5 2   v a l i d   1 2 h r s   1 5 0 p   p m,L5,urgentwearetryingtocontactyoulastweekendsdrawshowsyouhavewona1000prizeguaranteedcall09064017295claimcodek52valid12hrs150ppm,0.7279411764705883
8090,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,UR63NT W3 4R3 TRYING 7O C0NTACT Y0U L4$7 W33K3ND'5 DR4W $H0W$ U H4V3 W1NN3D 4N 1000 PR1Z3 GU4R4N733D C4LL 09064017295 CL41M C0D3 K52 V4L1D 12HR$ 150P PM,L6,UR63NT we 4re trying 7o C0NTACT you l4s7 weekend'5 dr4w shows u h4ve W1NN3D 4n 1000 pr1ze GU4R4N733D c4ll 09064017295 cl41m code k52 v4l1d 12hrs 15op pm,0.7242524916943522
8091,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,U-R-G-3-N-T W-E A-R-E T-R-Y-I-N-G T-O C-O-N-T-A-C-T Y-O-U L-A-S-T W-E-E-K-E-N-D'5 D-R-A-W $-H-O-W-S Y-O-U H-A-V-E W-O-N 4N 1000 PR1Z3 GU4R4N733D C4LL 09064017295 CL41M C0D3 K52 V4L1D 12HR$ 150P PM,L7,u-r-g-e-n-tw-ea-r-et-r-y-i-n-gt-oc-o-n-t-a-c-ty-o-ul-a-s-tw-e-e-k-e-n-d'5d-r-a-w s-h-o-w-sy-o-uh-a-v-ew-o-n 4n 1000 pr1ze GU4R4N733D c4ll 09064017295 cl41m code k52 v4l1d 12hrs 15op pm,0.6546546546546547
8092,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,0-9-0-6-4-0-1-7-2-9-5,L8,0-9-0-6-4-0-1-7-2-9-5,0.12941176470588234
8093,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,🄤🅁🄶🅔🄽🅣 🅦🅔 🅐🅡🅔 🅗🅡🅨🅘🅝🅖 7🅞 ⓒ0ⓃⓉⒶⒸⓉ ⓨⓊ ⓛⒶ$Ⓣ ⓦⒺⒺⓀⒺⓃⒹ'$ ⓓⓇⒶⓌ $ⒽⓄ🅦$ ⓤ ⒽⒶ$ ⓈⒸⓄⓇⒺⒹ ⓐ ⓅⓇⒾ$Ⓔ ⓂⒾⓃⓊ$ ⓃⓊⓃⒼⒼⓎ ⓒⒶⓁⓁ 09064017295 ⓒⓁⒶⒾⓂ ⓒⓄⒹⒺ ⓚ52 ⓋⒶⓁⒾⒹ ⓉⓊⓃ$ 150P PM,L9,(U)RG🅔N🅣 🅦🅔 🅐🅡🅔 🅗🅡🅨🅘🅝🅖 7🅞 contact yu last weekend's draw sho🅦s u has scored a prise minus nunggy call 09064017295 claim code k52 valid tuns 15op pm,0.6756756756756757
8094,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,[U][R][G][E][N][T] [W][E] [A][R][E] [T][R][Y][I][N][G] [T][O] [C][O][N][T][A][C][T] [Y][O][U] [L][A][S][T] [W][E][E][K][E][N][D]'S [D][R][A][W] [S][H][O][W][S] [U] [H][A][V][E] [W][O][N] [A] [1][0][0][0] [P][R][I][Z][E] [G][U][A][R][A][N][T][E][E][D] [C][A][L][L] [0][9][0][6][4][0][1][7][2][9][5] [C][L][A][I][M] [C][O][D][E] [K][5][2] [V][A][L][I][D] [1][2][H][R][S] [1][5][0][P] [P][M],L10,[u][r][g][e][n][t] [w][e] [a][r][e] [t][r][y][i][n][g] [t][o] [c][o][n][t][a][c][t] [y][o][u] [l][a][s][t] [w][e][e][k][e][n][d]'s [d][r][a][w] [s][h][o][w][s] [u] [h][a][v][e] [w][o][n] [a] [1][o][o][o] [p][r][i][z][e] [g][u][a][r][a][n][t][e][e][d] [c][a][l][l] [o][9][o][6][4][o][1][7][2][9][5] [c][l][a][i][m] [c][o][d][e] [k][5][2] [v][a][l][i][d] [1][2][h][r][s] [1][5][o][p] [p][m],0.43947858472998136
8095,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,U-R63NT W3 4R3 T.R-Y.I.N.G 70 C0N7AC7 Y0U L4$7 W33K3N.D'5 D-R4W $.H0W$ U H4V3 W1NN3D 4N 1000 PR,L11,u-r6ent we 4re t.r-y.i.n.g 70 C0N7AC7 you l4s7 weeken.d'5d-r4w s.hows u h4ve W1NN3D 4n 1000 pr,0.4444444444444444
8096,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p p3r m1n t0 c4ll 63rm4ny 08448350055 fr0m y0ur 8T l1ne. Jus7 2p p3r m1n. Ch3ck Pl4n37T4lk1n$74n7.c0m f0r 1nf0 & T'$ & C'$ T3xt st0p t0 0pt 0u7,L1,2p per m1n to c4ll 63rm4ny 08448350055 from your 8t l1ne. jus7 2p per m1n. check pl4ne7t4lk1ns74n7.com for 1nfo & t's & c's text stop to opt ou7,0.8235294117647058
8097,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,"Similar characters. Use symbols that look like letters. So replacing letters with similar symbols. For example, S!X, CA$H, Fr0m, etc. So replace letters with symbols like !, $, etc.",L2,"similar characters. use symbols that look like letters. so replacing letters with similar symbols. for example, s!x, cash, from, etc. so replace letters with symbols like !, s, etc.",0.34355828220858897
8098,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L3,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8099,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L4,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8100,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L5,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8101,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L6,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8102,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L7,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8103,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L8,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8104,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L9,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8105,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L10,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
8106,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,L11,2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out,0.9241379310344827
